"","playerId","Player","GP","Min","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DREB","AST","TO","STL","BLK","BLKA","PF","PTS","season","X","playerName","LA_RAPM","LA_RAPM__Def","LA_RAPM__Off","RAPM","RAPM__Def","RAPM__Off","Team","MP"
"782",2446,"Rasual Butler",34,13.33,1.21,3.91,0.308,0.62,2.26,0.273,0.21,0.35,0.583,0.18,1.76,0.56,0.44,0.21,0.15,0.15,1.15,3.24,"2011-12",6383,"Rasual Butler",-2.3,0.12,-2.42,-2.5,0.27,-2.77,"TOR",453.208333333333
"783",951,"Ray Allen",46,34.02,4.91,10.72,0.458,2.3,5.09,0.453,2.11,2.3,0.915,0.3,2.78,2.37,1.48,1.07,0.17,0.39,1.8,14.24,"2011-12",6891,"Ray Allen",-1.27,-0.37,-0.9,-0.88,-0.38,-0.51,"BOS",1564.98
"784",101109,"Raymond Felton",60,31.76,4.35,10.7,0.407,1.03,3.38,0.305,1.67,2.07,0.806,0.45,2.03,6.5,2.83,1.3,0.17,0.42,2.03,11.4,"2011-12",38,"Raymond Felton",1.71,0.47,1.24,2.61,0.65,1.95,"POR",1905.535
"785",2501,"Reggie Evans",56,13.77,0.61,1.29,0.472,0,0,0,0.64,1.27,0.507,1.79,3.05,0.3,0.79,0.55,0.11,0.25,2.11,1.86,"2011-12",6402,"Reggie Evans",-1.89,-0.74,-1.15,-3.6,-2.19,-1.42,"LAC",771.188333333333
"786",202704,"Reggie Jackson",45,11.13,1.13,3.53,0.321,0.29,1.38,0.21,0.56,0.64,0.862,0.31,0.87,1.58,0.8,0.56,0.02,0.24,0.69,3.11,"2011-12",4643,"Reggie Jackson",-0.49,0.39,-0.88,-0.82,1.02,-1.84,"OKC",500.713333333333
"787",202130,"Reggie Williams",33,22.62,3.21,7.73,0.416,1,3.24,0.308,0.88,1.21,0.725,0.82,2,1.82,1,0.61,0.09,0.33,1.03,8.3,"2011-12",4041,"Reggie Williams",-2.22,-1.88,-0.35,-2.74,-2.34,-0.4,"CHA",746.615
"788",200764,"Renaldo Balkman",14,8.24,1.14,2.29,0.5,0.14,0.64,0.222,0.57,0.79,0.727,0.43,1.43,0.36,0.43,0.29,0.21,0,1,3,"2011-12",2784,"Renaldo Balkman",-0.14,-0.13,-0.01,-0.37,-0.14,-0.23,"NYK",115.396666666667
"789",1888,"Richard Hamilton",28,24.88,5,11.07,0.452,0.61,1.64,0.37,1.04,1.32,0.784,0.71,1.64,3,1.75,0.43,0.04,0.46,2,11.64,"2011-12",2632,"Richard Hamilton",0.82,-0.18,1,1.02,0.19,0.82,"CHI",696.605
"790",2210,"Richard Jefferson",63,27.75,3.22,7.75,0.416,1.79,4.27,0.42,0.94,1.35,0.694,0.41,3.06,1.4,0.79,0.59,0.3,0.29,1.92,9.17,"2011-12",6209,"Richard Jefferson",-2.51,-0.2,-2.3,-2.72,-0.85,-1.88,"GSW",1748.18333333333
"791",201937,"Ricky Rubio",41,34.24,3.39,9.49,0.357,0.78,2.29,0.34,3.07,3.83,0.803,0.51,3.66,8.2,3.2,2.22,0.2,0.83,2.37,10.63,"2011-12",3650,"Ricky Rubio",2.22,2.24,-0.01,2.71,2.63,0.08,"MIN",1403.68
"792",201577,"Robin Lopez",64,13.98,1.94,4.2,0.461,0,0,0,1.56,2.19,0.714,1.41,1.86,0.31,0.67,0.28,0.94,0.28,2,5.44,"2011-12",3352,"Robin Lopez",-0.25,-0.32,0.08,0.21,0.51,-0.3,"PHX",894.675
"793",201155,"Rodney Stuckey",55,29.88,4.65,10.85,0.429,0.6,1.89,0.317,4.85,5.82,0.834,0.69,1.89,3.82,1.93,0.8,0.18,0.87,2.25,14.76,"2011-12",3020,"Rodney Stuckey",1.45,0.03,1.42,2.73,0.14,2.58,"DET",1643.46333333333
"794",201958,"Rodrigue Beaubois",53,21.71,3.55,8.4,0.422,0.72,2.49,0.288,1.09,1.3,0.841,0.36,2.49,2.87,1.32,1.06,0.53,0.4,1.85,8.91,"2011-12",3822,"Rodrigue Beaubois",1.32,-0.19,1.51,1.63,0.07,1.56,"DAL",1150.65333333333
"795",2427,"Roger Mason Jr.",52,13.39,1.98,4.96,0.399,1.13,2.96,0.383,0.4,0.52,0.778,0.13,1.19,0.9,0.62,0.25,0.1,0.08,0.63,5.5,"2011-12",6361,"Roger Mason Jr.",0.33,-0.67,1,-0.08,-0.92,0.84,"WAS",696.525
"796",200758,"Ronnie Brewer",66,24.77,2.88,6.74,0.427,0.29,1.05,0.275,0.85,1.52,0.56,1.09,2.41,2.08,0.89,1.09,0.32,0.39,0.97,6.89,"2011-12",2775,"Ronnie Brewer",2.06,1.39,0.66,1.93,1.55,0.38,"CHI",1634.96333333333
"797",101179,"Ronnie Price",36,14.36,1.36,3.61,0.377,0.36,1.22,0.295,0.56,0.69,0.8,0.5,1.06,1.86,1.28,0.94,0.08,0.31,2,3.64,"2011-12",250,"Ronnie Price",0.53,1.73,-1.21,0.32,1.27,-0.95,"PHX",517.071666666667
"798",101142,"Ronny Turiaf",17,16.41,1.12,1.94,0.576,0,0.06,0,0.76,1.29,0.591,1.18,2.94,0.59,0.82,0.82,1,0.29,2.29,3,"2011-12",190,"Ronny Turiaf",-0.15,0.63,-0.77,0.23,0.63,-0.4,"MIA",279.013333333333
"799",201579,"Roy Hibbert",65,29.8,5.11,10.28,0.497,0,0.02,0,2.62,3.68,0.711,3.28,5.52,1.66,1.97,0.49,1.97,0.83,3,12.83,"2011-12",3375,"Roy Hibbert",1.14,0.42,0.73,1.13,-0.17,1.3,"IND",1936.94166666667
"800",2767,"Royal Ivey",34,10.41,0.76,2.15,0.356,0.53,1.56,0.34,0.03,0.24,0.125,0.03,0.68,0.29,0.26,0.41,0,0.03,1.06,2.09,"2011-12",6827,"Royal Ivey",0.35,0.09,0.26,-0.66,-0.46,-0.21,"OKC",354.091666666667
"801",201164,"Rudy Fernandez",31,22.89,3.19,7.26,0.44,1.29,3.94,0.328,0.97,1.39,0.698,0.29,1.81,2.42,1.29,1,0.1,0.16,1.19,8.65,"2011-12",3087,"Rudy Fernandez",1.07,0.49,0.59,0.13,0.12,0.01,"DEN",709.63
"802",200752,"Rudy Gay",65,37.26,7.46,16.42,0.455,0.83,2.66,0.312,3.2,4.05,0.791,2,4.42,2.26,2.48,1.46,0.85,1.03,2.12,18.95,"2011-12",2734,"Rudy Gay",-0.04,0.15,-0.19,-0.82,-0.96,0.14,"MEM",2422.11166666667
"803",201566,"Russell Westbrook",66,35.32,8.76,19.18,0.457,0.94,2.97,0.316,5.15,6.26,0.823,1.45,3.11,5.48,3.62,1.7,0.32,1.24,2.23,23.61,"2011-12",3241,"Russell Westbrook",2.78,0.88,1.9,3.13,0.63,2.5,"OKC",2331.265
"804",201583,"Ryan Anderson",61,32.19,5.44,12.41,0.439,2.72,6.92,0.393,2.46,2.8,0.877,3.67,4.05,0.89,0.93,0.82,0.43,0.61,2.39,16.07,"2011-12",3410,"Ryan Anderson",3.6,0.1,3.5,4.09,1.02,3.07,"ORL",1963.62333333333
"805",101155,"Ryan Gomes",32,13.27,0.97,2.97,0.326,0.12,0.91,0.138,0.25,0.34,0.727,0.44,1.47,0.38,0.47,0.5,0,0.03,1.06,2.31,"2011-12",226,"Ryan Gomes",-0.96,-0.07,-0.89,-1.85,-0.8,-1.05,"LAC",424.733333333333
"806",200797,"Ryan Hollins",39,13.39,1.18,2.15,0.548,0,0,0,1,1.92,0.52,0.87,1.23,0.23,0.9,0.13,0.44,0.36,2,3.36,"2011-12",2877,"Ryan Hollins",-0.16,1.39,-1.56,-0.26,1.86,-2.13,"BOS",522.211666666667
"807",202385,"Ryan Reid",5,3.33,0.8,1,0.8,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0.2,1.6,"2011-12",4353,"Ryan Reid",0.2,0.02,0.18,0.05,0.05,0,"OKC",16.6616666666667
"808",201970,"Sam Young",35,10.7,1.29,3.63,0.354,0.14,0.49,0.294,0.54,0.74,0.731,0.57,1.2,0.43,0.46,0.49,0.17,0.46,0.66,3.26,"2011-12",3897,"Sam Young",-2.25,0.15,-2.4,-2.31,0.59,-2.9,"PHI",374.555
"809",202396,"Samardo Samuels",54,15.28,1.94,4.28,0.455,0,0,0,1.52,2.17,0.701,1.17,2.17,0.37,1.04,0.37,0.37,0.48,2.09,5.41,"2011-12",4386,"Samardo Samuels",0.3,2.19,-1.89,0.15,1.95,-1.79,"CLE",825.201666666667
"810",2223,"Samuel Dalembert",65,22.25,3.08,6.08,0.506,0,0.02,0,1.38,1.74,0.796,2.43,4.58,0.51,1.26,0.57,1.71,0.46,2.49,7.54,"2011-12",6247,"Samuel Dalembert",1.39,1.29,0.1,0.55,0.66,-0.11,"HOU",1446.37666666667
"811",2562,"Sasha Pavlovic",45,11.72,1.11,2.84,0.391,0.38,1.29,0.293,0.07,0.18,0.375,0.09,1.51,0.4,0.44,0.44,0.33,0.07,1.2,2.67,"2011-12",6507,"Sasha Pavlovic",0.14,1.65,-1.51,-0.36,1.39,-1.75,"BOS",527.391666666667
"812",201157,"Sean Williams",11,9.74,1.27,2,0.636,0,0,0,1.09,1.18,0.923,1.18,1.09,0.45,0.91,0.36,0.73,0,1.64,3.64,"2011-12",3037,"Sean Williams",0.11,0.37,-0.27,1.16,0.87,0.29,"BOS",107.118333333333
"813",2742,"Sebastian Telfair",60,14.91,2.35,5.7,0.412,0.55,1.75,0.314,0.88,1.12,0.791,0.33,1.18,2.3,1.13,0.68,0.2,0.38,2,6.13,"2011-12",6729,"Sebastian Telfair",-1.9,-1.17,-0.73,-2.13,-1.18,-0.95,"PHX",894.65
"814",201623,"Semih Erden",28,11.88,1.39,2.64,0.527,0,0,0,0.75,1.46,0.512,0.71,1.86,0.32,0.57,0.36,0.18,0.32,2.14,3.54,"2011-12",3577,"Semih Erden",-0.58,0.09,-0.67,-1.31,-0.38,-0.92,"CLE",332.583333333333
"815",201586,"Serge Ibaka",66,27.15,3.97,7.42,0.535,0.02,0.05,0.333,1.18,1.79,0.661,2.92,4.62,0.42,1.2,0.5,3.65,0.62,2.71,9.14,"2011-12",3442,"Serge Ibaka",2.6,1.91,0.69,1.7,1.47,0.23,"OKC",1791.85333333333
"816",2203,"Shane Battier",65,23.06,1.74,4.49,0.387,0.95,2.82,0.339,0.35,0.57,0.622,0.86,1.54,1.26,0.57,0.98,0.51,0.18,1.62,4.78,"2011-12",6186,"Shane Battier",2.17,0.89,1.29,0.83,0.48,0.36,"MIA",1498.92
"817",200769,"Shannon Brown",59,23.73,4.25,10.14,0.42,1.15,3.19,0.362,1.36,1.68,0.808,0.64,2.02,1.17,1.08,0.75,0.25,0.49,1.12,11.02,"2011-12",2814,"Shannon Brown",-2.55,-1.63,-0.93,-1.16,-1,-0.16,"PHX",1399.90333333333
"818",2733,"Shaun Livingston",58,18.82,2.19,4.67,0.469,0.03,0.05,0.667,1.07,1.36,0.785,0.67,1.45,2.1,1.14,0.47,0.34,0.17,1.36,5.48,"2011-12",6676,"Shaun Livingston",-1.17,0.08,-1.25,-1.75,0.34,-2.09,"MIL",1091.67666666667
"819",1890,"Shawn Marion",63,30.46,4.57,10.25,0.446,0.32,1.08,0.294,1.17,1.48,0.796,2.3,5.08,2.1,1.56,1.06,0.57,0.67,1.38,10.63,"2011-12",2643,"Shawn Marion",-0.13,0.46,-0.58,-1.88,-0.22,-1.67,"DAL",1919.26833333333
"820",200761,"Shawne Williams",25,20.57,1.68,5.88,0.286,0.84,3.48,0.241,0.32,0.44,0.727,0.8,1.92,0.64,0.52,0.4,0.44,0.28,1.76,4.52,"2011-12",2779,"Shawne Williams",-0.18,-0.41,0.23,-1.27,-1.2,-0.07,"NJN",514.188333333333
"821",200749,"Shelden Williams",58,22,1.66,3.47,0.478,0,0,0,1.31,1.79,0.731,2.43,3.6,0.6,1.14,0.81,0.67,0.41,2.57,4.62,"2011-12",2720,"Shelden Williams",-0.6,-0.14,-0.47,-1.54,-1.09,-0.44,"NJN",1276.25833333333
"822",202714,"Shelvin Mack",64,12.18,1.38,3.44,0.4,0.19,0.66,0.286,0.66,0.92,0.712,0.19,1.25,2.05,0.75,0.44,0.03,0.33,0.78,3.59,"2011-12",4714,"Shelvin Mack",-0.42,0.13,-0.56,-0.62,0.27,-0.89,"WAS",779.48
"823",202374,"Solomon Alabi",14,8.73,0.93,2.57,0.361,0,0,0,0.5,0.57,0.875,1.07,2.29,0.21,0.36,0.14,0.64,0.29,0.79,2.36,"2011-12",4340,"Solomon Alabi",-0.87,-0.48,-0.4,0.26,0.24,0.02,"TOR",122.165
"824",200780,"Solomon Jones",21,13.92,1.14,2.9,0.393,0,0,0,0.9,1.1,0.826,1.52,1.24,0.43,0.86,0.43,0.52,0.33,2.05,3.19,"2011-12",2841,"Solomon Jones",-2.08,-0.59,-1.49,-2.99,-1.69,-1.3,"NOH",292.316666666667
"825",201150,"Spencer Hawes",37,24.87,4.22,8.62,0.489,0.08,0.32,0.25,1.08,1.49,0.727,2.11,5.19,2.65,1.49,0.43,1.3,0.59,2.7,9.59,"2011-12",2998,"Spencer Hawes",1.18,0.46,0.72,0.18,-0.04,0.22,"PHI",920.058333333333
"826",201939,"Stephen Curry",26,28.15,5.58,11.38,0.49,2.12,4.65,0.455,1.46,1.81,0.809,0.58,2.81,5.31,2.5,1.5,0.31,0.27,2.38,14.73,"2011-12",3667,"Stephen Curry",3.39,2.22,1.17,3.58,1.53,2.05,"GSW",731.855
"827",1536,"Stephen Jackson",47,25.78,3.38,9.04,0.374,1.04,3.62,0.288,2,2.43,0.825,0.47,3,2.51,2.19,1.15,0.28,0.36,2.11,9.81,"2011-12",328,"Stephen Jackson",-0.56,0.47,-1.03,-0.14,0.83,-0.97,"SAS",1211.52833333333
"828",2581,"Steve Blake",53,23.34,1.91,5.06,0.377,1,2.98,0.335,0.4,0.51,0.778,0.17,1.43,3.3,1.36,0.74,0.04,0.15,1.42,5.21,"2011-12",6565,"Steve Blake",1,0.07,0.93,0.23,0.25,-0.02,"LAL",1236.99166666667
"829",959,"Steve Nash",62,31.63,4.76,8.95,0.532,0.89,2.27,0.39,2.05,2.29,0.894,0.42,2.58,10.71,3.69,0.61,0.13,0.23,0.85,12.45,"2011-12",6899,"Steve Nash",3.44,0.42,3.03,2.92,0.75,2.16,"PHX",1961.1
"830",200779,"Steve Novak",54,18.9,2.98,6.24,0.478,2.46,5.22,0.472,0.41,0.48,0.846,0.17,1.76,0.22,0.39,0.3,0.17,0.07,1.09,8.83,"2011-12",2833,"Steve Novak",1.58,-0.59,2.18,2.06,0.15,1.91,"NYK",1020.42333333333
"831",202178,"Sundiata Gaines",57,13.91,1.79,4.75,0.376,0.49,1.44,0.341,1.04,1.68,0.615,0.47,1.42,2.21,0.91,0.96,0.04,0.33,1.02,5.11,"2011-12",4049,"Sundiata Gaines",-0.84,0.28,-1.12,-0.95,-0.42,-0.53,"NJN",793.018333333333
"832",2551,"T.J. Ford",14,13.61,1.36,3.07,0.442,0.14,0.57,0.25,0.79,1,0.786,0.21,1.07,3.21,1.64,0.64,0.14,0,1.64,3.64,"2011-12",6470,"T.J. Ford",-0.02,0.26,-0.27,0.71,0.79,-0.08,"SAS",190.553333333333
"833",201959,"Taj Gibson",63,20.39,3.17,6.41,0.495,0,0,0,1.33,2.14,0.622,2.14,3.13,0.75,0.95,0.43,1.29,0.6,2.08,7.68,"2011-12",3826,"Taj Gibson",4.14,3.01,1.13,5.38,4.21,1.16,"CHI",1284.45666666667
"834",2419,"Tayshaun Prince",63,33.13,5.33,12.67,0.421,0.59,1.65,0.356,1.41,1.83,0.774,1.14,3.32,2.43,1.17,0.43,0.51,0.43,1.22,12.67,"2011-12",6348,"Tayshaun Prince",-1.17,-0.77,-0.4,-1.53,-1.32,-0.21,"DET",2087.35166666667
"835",202227,"Terrel Harris",22,14.46,1.32,3.77,0.349,0.36,1.77,0.205,0.64,0.95,0.667,0.82,1.5,1.18,1.14,0.41,0.09,0.32,1.55,3.64,"2011-12",4051,"Terrel Harris",-2.99,-1.04,-1.95,-2.14,-0.61,-1.53,"MIA",318.218333333333
"836",201944,"Terrence Williams",30,18.33,2.83,6.6,0.429,0.53,1.53,0.348,0.9,1.53,0.587,0.43,2.97,2.17,1.43,0.67,0.23,0.13,1.17,7.1,"2011-12",3712,"Terrence Williams",-2.19,-1.78,-0.42,-2.08,-1.09,-0.99,"SAC",549.946666666667
"837",200757,"Thabo Sefolosha",42,21.76,1.6,3.69,0.432,0.74,1.69,0.437,0.9,1.02,0.884,0.5,2.55,1.12,0.95,0.88,0.4,0.31,1.86,4.83,"2011-12",2764,"Thabo Sefolosha",1.11,2.87,-1.77,2.38,3.46,-1.08,"OKC",913.885
"838",201152,"Thaddeus Young",63,27.86,5.52,10.9,0.507,0.02,0.06,0.25,1.76,2.29,0.771,2.17,2.98,1.17,0.87,1.02,0.65,0.78,2.02,12.83,"2011-12",3006,"Thaddeus Young",0.7,-0.99,1.7,3.49,0.13,3.36,"PHI",1755.26333333333
"839",201168,"Tiago Splitter",59,19,3.59,5.81,0.618,0,0,0,2.12,3.07,0.691,1.58,3.61,1.1,1.47,0.36,0.8,0.58,2.27,9.31,"2011-12",3107,"Tiago Splitter",0.44,-0.36,0.8,1.85,0.31,1.54,"SAS",1120.81
"840",1495,"Tim Duncan",58,28.17,6.22,12.64,0.492,0,0.07,0,2.98,4.29,0.695,1.9,7.07,2.28,1.67,0.66,1.52,0.91,1.69,15.43,"2011-12",307,"Tim Duncan",3.61,2.65,0.96,3.37,2.71,0.66,"SAS",1634.04833333333
"841",202389,"Timofey Mozgov",44,15.62,2.27,4.32,0.526,0,0,0,0.89,1.3,0.684,1.2,2.86,0.5,1.2,0.34,0.95,0.32,1.95,5.43,"2011-12",4362,"Timofey Mozgov",-1.57,-0.44,-1.13,-1.89,-1.67,-0.22,"DEN",687.106666666667
"842",202699,"Tobias Harris",42,11.41,1.88,4.02,0.467,0.14,0.55,0.261,1.05,1.29,0.815,0.71,1.69,0.52,0.74,0.31,0.17,0.45,1.07,4.95,"2011-12",4610,"Tobias Harris",0.51,0.36,0.15,-0.02,0.16,-0.18,"MIL",479.015
"843",201962,"Toney Douglas",38,17.26,2.47,7.63,0.324,0.71,3.08,0.231,0.58,0.68,0.846,0.42,1.47,2.03,1.47,0.76,0.03,0.39,1.45,6.24,"2011-12",3864,"Toney Douglas",-0.62,-0.13,-0.49,-1.24,-0.24,-1,"NYK",655.968333333333
"844",2754,"Tony Allen",58,26.3,3.62,7.72,0.469,0.14,0.45,0.308,2.41,3.02,0.8,1.69,2.33,1.36,1.62,1.79,0.57,0.84,2.45,9.79,"2011-12",6788,"Tony Allen",2.82,2.49,0.33,2.63,2.4,0.23,"MEM",1525.20833333333
"845",1499,"Tony Battie",27,10.92,0.7,1.89,0.373,0,0.04,0,0.15,0.15,1,0.3,2.19,0.59,0.15,0.15,0.22,0.07,0.96,1.56,"2011-12",319,"Tony Battie",0.61,1.78,-1.17,0.64,1.48,-0.84,"PHI",294.808333333333
"846",2225,"Tony Parker",60,32.05,7.12,14.83,0.48,0.23,1.02,0.23,3.78,4.73,0.799,0.37,2.48,7.72,2.55,0.95,0.08,0.85,1.25,18.25,"2011-12",6257,"Tony Parker",4.23,1.93,2.3,5.91,3.4,2.51,"SAS",1923.14666666667
"847",1503,"Tracy McGrady",52,16.09,1.94,4.44,0.437,0.29,0.63,0.455,1.08,1.6,0.675,0.44,2.52,2.12,1.02,0.31,0.29,0.21,0.67,5.25,"2011-12",322,"Tracy McGrady",1.69,1.85,-0.16,2,1.99,0.02,"ATL",836.633333333333
"848",202727,"Travis Leslie",10,4.53,0.5,1.4,0.357,0,0,0,0.4,0.9,0.444,0.6,0.3,0.5,0.2,0.2,0.2,0.1,0.4,1.4,"2011-12",4768,"Travis Leslie",-0.52,-0.04,-0.48,-0.99,-0.29,-0.7,"LAC",45.2833333333333
"849",2566,"Travis Outlaw",39,12.83,1.54,4.49,0.343,0.41,1.54,0.267,0.79,1.18,0.674,0.49,1.08,0.41,0.51,0.49,0.54,0.26,0.87,4.28,"2011-12",6526,"Travis Outlaw",-0.14,-1.38,1.24,-0.21,-1.32,1.11,"SAC",500.293333333333
"850",2772,"Trevor Ariza",41,32.93,4.1,9.83,0.417,0.71,2.12,0.333,1.93,2.49,0.775,1,4.24,3.29,1.85,1.68,0.61,0.63,1.78,10.83,"2011-12",6836,"Trevor Ariza",-1.28,-0.88,-0.39,-1.4,-0.8,-0.59,"NOH",1350.05166666667
"851",202344,"Trevor Booker",50,25.23,3.62,6.82,0.531,0.02,0.04,0.5,1.12,1.86,0.602,2.38,4.12,0.8,1.16,0.96,0.86,0.24,2.76,8.38,"2011-12",4253,"Trevor Booker",-0.98,-1.97,0.99,0.34,-1.08,1.42,"WAS",1261.43666666667
"852",201234,"Trey Johnson",11,5.58,0.73,1.27,0.571,0,0,0,0.45,0.45,1,0.27,0.82,0.36,0.45,0.09,0,0,0.91,1.91,"2011-12",3201,"Trey Johnson",-0.29,0.19,-0.47,-0.18,0.14,-0.32,"NOH",61.3533333333333
"853",202717,"Trey Thompkins",24,4.96,1,2.54,0.393,0.17,0.54,0.308,0.21,0.29,0.714,0.17,0.83,0.12,0.25,0.12,0.12,0.17,0.42,2.38,"2011-12",4725,"Trey Thompkins",-1.69,-1.07,-0.62,-2.19,-1.39,-0.8,"LAC",119.023333333333
"854",202684,"Tristan Thompson",60,23.73,3.23,7.37,0.439,0,0.03,0,1.77,3.2,0.552,3.12,3.37,0.45,1.35,0.45,1.03,1.17,2.23,8.23,"2011-12",4464,"Tristan Thompson",-3.61,-2.24,-1.37,-4.23,-2.15,-2.08,"CLE",1423.75333333333
"855",2211,"Troy Murphy",59,16.2,1.31,2.9,0.45,0.47,1.14,0.418,0.1,0.15,0.667,0.68,2.56,0.86,0.44,0.25,0.27,0.1,1.66,3.19,"2011-12",6218,"Troy Murphy",-1.49,-0.71,-0.79,-0.22,-0.48,0.26,"LAL",955.605
"856",201951,"Ty Lawson",61,34.82,6.13,12.57,0.488,1.2,3.28,0.365,2.92,3.54,0.824,0.89,2.84,6.57,2.44,1.34,0.1,1.13,1.54,16.38,"2011-12",3771,"Ty Lawson",1.81,-0.19,2,0.75,-0.32,1.07,"DEN",2123.97666666667
"857",201946,"Tyler Hansbrough",66,21.84,2.94,7.26,0.405,0,0.02,0,3.42,4.21,0.813,1.71,2.68,0.45,0.98,0.82,0.14,0.73,2.41,9.3,"2011-12",3724,"Tyler Hansbrough",-1.39,-1.05,-0.34,-0.51,-0.38,-0.13,"IND",1441.655
"858",202715,"Tyler Honeycutt",15,5.87,0.53,1.6,0.333,0.07,0.2,0.333,0.2,0.33,0.6,0.2,0.73,0.47,0.13,0.27,0.2,0,0.2,1.33,"2011-12",4722,"Tyler Honeycutt",-0.19,-0.4,0.22,-0.01,-0.46,0.45,"SAC",88.02
"859",201936,"Tyreke Evans",63,34.32,6.48,14.29,0.453,0.32,1.57,0.202,3.19,4.1,0.779,1.02,3.57,4.49,2.71,1.33,0.46,1.19,2.16,16.46,"2011-12",3642,"Tyreke Evans",-2.22,-1.9,-0.32,-1.8,-1.52,-0.28,"SAC",2162.37666666667
"860",200748,"Tyrus Thomas",54,18.76,2.22,6.06,0.367,0.02,0.06,0.333,1.17,1.54,0.759,0.91,2.8,0.65,0.98,0.67,1.11,0.48,2.67,5.63,"2011-12",2715,"Tyrus Thomas",-2.91,-1.82,-1.09,-2.55,-2.08,-0.47,"CHA",1013.26666666667
"861",2199,"Tyson Chandler",62,33.23,3.89,5.73,0.679,0,0.03,0,3.5,5.08,0.689,3.42,6.45,0.9,1.65,0.9,1.44,0.4,3,11.27,"2011-12",6157,"Tyson Chandler",1.15,1.19,-0.04,0.81,1.71,-0.9,"NYK",2060.55166666667
"862",2617,"Udonis Haslem",64,24.82,2.36,5.58,0.423,0,0,0,1.3,1.59,0.814,1.83,5.52,0.66,0.94,0.55,0.38,0.59,2.22,6.02,"2011-12",6630,"Udonis Haslem",0.04,0.87,-0.83,0.94,2.2,-1.25,"MIA",1588.75166666667
"863",202731,"Vernon Macklin",23,5.89,0.83,1.52,0.543,0,0,0,0.35,0.61,0.571,0.61,0.87,0.22,0.13,0.17,0.17,0.04,0.39,2,"2011-12",4778,"Vernon Macklin",-0.6,-0.89,0.29,0.71,-0.16,0.87,"DET",135.456666666667
"864",1713,"Vince Carter",61,25.28,3.66,8.89,0.411,1.21,3.36,0.361,1.56,1.89,0.826,0.52,2.84,2.28,1.38,0.92,0.41,0.34,2.2,10.08,"2011-12",2558,"Vince Carter",2.68,2.22,0.47,4.32,2.22,2.11,"DAL",1542.02333333333
"865",2209,"Vladimir Radmanovic",49,15.41,1.51,4.02,0.376,1.02,2.76,0.37,0.45,0.59,0.759,0.69,2.22,1.1,0.71,0.43,0.31,0.1,1.27,4.49,"2011-12",6205,"Vladimir Radmanovic",-0.94,0.05,-0.99,0.65,1.06,-0.41,"ATL",755.046666666667
"866",101144,"Von Wafer",33,14.21,2.15,4.76,0.452,0.42,1.18,0.359,1.15,1.64,0.704,0.18,1.18,0.88,1.06,0.3,0.09,0.24,0.79,5.88,"2011-12",195,"Von Wafer",-1.36,-1.01,-0.35,-0.8,-0.64,-0.16,"ORL",468.98
"867",201041,"Walker Russell",28,12.76,1.18,3.39,0.347,0.14,0.46,0.308,0.5,0.79,0.636,0.25,0.68,2.07,1.18,0.64,0.04,0.18,1.04,3,"2011-12",2906,"Walker Russell",-1.23,-0.52,-0.71,-1.65,-0.69,-0.95,"DET",357.248333333333
"868",201961,"Wayne Ellington",51,19.08,2.39,5.92,0.404,0.69,2.12,0.324,0.63,0.78,0.8,0.27,1.67,0.65,0.51,0.51,0.2,0.16,1.1,6.1,"2011-12",3851,"Wayne Ellington",0.14,-0.34,0.48,-0.3,-0.27,-0.04,"MIN",973.31
"869",202325,"Wesley Johnson",65,22.59,2.43,6.11,0.398,0.82,2.6,0.314,0.37,0.52,0.706,0.37,2.35,0.91,0.92,0.54,0.74,0.25,1.77,6.05,"2011-12",4087,"Wesley Johnson",-1.9,0.39,-2.3,-2.63,-0.34,-2.28,"MIN",1468.46333333333
"870",202083,"Wesley Matthews",66,33.75,4.76,11.56,0.412,1.95,5.11,0.383,2.23,2.59,0.86,0.85,2.55,1.71,1.11,1.45,0.23,0.8,2.24,13.7,"2011-12",4018,"Wesley Matthews",1.94,1.22,0.72,1.15,0.4,0.75,"POR",2227.70833333333
"871",101198,"Will Bynum",36,14.27,2.06,5.39,0.381,0.19,0.81,0.241,1.36,1.78,0.766,0.28,1.28,1.83,1.5,0.64,0.08,0.5,1.69,5.67,"2011-12",280,"Will Bynum",-0.68,-0.28,-0.4,-0.05,0.15,-0.2,"DET",513.726666666667
"872",2584,"Willie Green",53,17.4,2.89,6.13,0.471,0.94,2.13,0.442,0.91,1.06,0.857,0.28,1.23,0.75,0.62,0.43,0.11,0.11,1.4,7.62,"2011-12",6572,"Willie Green",-2.31,-1.24,-1.07,-2.95,-2.06,-0.89,"ATL",922.235
"873",201163,"Wilson Chandler",8,26.82,3.88,9.88,0.392,0.38,1.5,0.25,1.25,1.5,0.833,0.75,4.38,2.12,2.25,0.75,0.75,0.5,2.25,9.38,"2011-12",3077,"Wilson Chandler",0.22,0.31,-0.09,-0.84,-1.31,0.47,"DEN",214.6
"874",202333,"Xavier Henry",45,16.87,2,5.07,0.395,0.16,0.38,0.412,1.16,1.89,0.612,0.53,1.82,0.78,0.78,0.58,0.18,0.49,1.31,5.31,"2011-12",4169,"Xavier Henry",-1.09,-1.05,-0.03,-0.17,-0.1,-0.07,"NOH",759.043333333333
